base,clouds,cod,coord,dt,id,main,message,name,rain,snow,sys,timezone,visibility,weather,wind
stations,{'all': 20},200,"{'lon': -46.05, 'lat': 60.91}",1562253357.0,3421719.0,"{'temp': 288.15, 'pressure': 1020, 'humidity': 47, 'temp_min': 288.15, 'temp_max': 288.15}",,Narsaq,,,"{'type': 1, 'id': 47, 'message': 0.0059, 'country': 'GL', 'sunrise': 1562218751, 'sunset': 1562287055}",-7200.0,10000.0,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]","{'speed': 3.1, 'deg': 240}"
stations,{'all': 0},200,"{'lon': 15.16, 'lat': -26.65}",1562253357.0,3355672.0,"{'temp': 295.15, 'pressure': 1019, 'humidity': 53, 'temp_min': 295.15, 'temp_max': 295.15}",,Luderitz,,,"{'type': 1, 'id': 2260, 'message': 0.0073, 'country': 'NA', 'sunrise': 1562219302, 'sunset': 1562257120}",7200.0,,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]","{'speed': 5.7, 'deg': 190}"
stations,{'all': 0},200,"{'lon': 23.95, 'lat': 37.72}",1562253358.0,256173.0,"{'temp': 306.26, 'pressure': 1013, 'humidity': 35, 'temp_min': 302.04, 'temp_max': 310.15}",,Palaia Fokaia,,,"{'type': 1, 'id': 6612, 'message': 0.0077, 'country': 'GR', 'sunrise': 1562209633, 'sunset': 1562262570}",10800.0,10000.0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]","{'speed': 10.8, 'deg': 40, 'gust': 15.9}"
stations,{'all': 82},200,"{'lon': 6.76, 'lat': 14.51}",1562253358.0,2446267.0,"{'temp': 309.339, 'pressure': 1007.32, 'humidity': 32, 'temp_min': 309.339, 'temp_max': 309.339, 'sea_level': 1007.32, 'grnd_level': 964.62}",,Dakoro,,,"{'message': 0.0065, 'country': 'NE', 'sunrise': 1562216896, 'sunset': 1562263559}",3600.0,,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]","{'speed': 2.49, 'deg': 213.933}"
stations,{'all': 4},200,"{'lon': 39.01, 'lat': 45.73}",1562253358.0,482965.0,"{'temp': 302.839, 'pressure': 1012.42, 'humidity': 42, 'temp_min': 302.839, 'temp_max': 302.839, 'sea_level': 1012.42, 'grnd_level': 1009.06}",,Kavkazskiy,,,"{'message': 0.0057, 'country': 'RU', 'sunrise': 1562204374, 'sunset': 1562260598}",10800.0,,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]","{'speed': 4.76, 'deg': 321.995}"
stations,{'all': 20},200,"{'lon': -1, 'lat': 37.63}",1562253358.0,2520058.0,"{'temp': 303.52, 'pressure': 1015, 'humidity': 69, 'temp_min': 301.15, 'temp_max': 305.15}",,Cartagena,,,"{'type': 1, 'id': 6413, 'message': 0.0057, 'country': 'ES', 'sunrise': 1562215639, 'sunset': 1562268541}",7200.0,10000.0,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]","{'speed': 5.7, 'deg': 70}"
stations,{'all': 0},200,"{'lon': 38.65, 'lat': 31.68}",1562253358.0,101312.0,"{'temp': 310.15, 'pressure': 1011, 'humidity': 13, 'temp_min': 310.15, 'temp_max': 310.15}",,Turayf,,,"{'type': 1, 'id': 7432, 'message': 0.007, 'country': 'SA', 'sunrise': 1562207080, 'sunset': 1562258065}",10800.0,10000.0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]","{'speed': 5.1, 'deg': 250}"
stations,{'all': 0},200,"{'lon': 3.47, 'lat': 43.97}",1562253358.0,2969157.0,"{'temp': 305.1, 'pressure': 1016, 'humidity': 52, 'temp_min': 304.15, 'temp_max': 305.93}",,Estelle,,,"{'type': 1, 'id': 6518, 'message': 0.0071, 'country': 'FR', 'sunrise': 1562213314, 'sunset': 1562268720}",7200.0,10000.0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]","{'speed': 5.7, 'deg': 180}"
stations,{'all': 5},200,"{'lon': -110.23, 'lat': 23.45}",1562253358.0,3981432.0,"{'temp': 299.69, 'pressure': 1013, 'humidity': 47, 'temp_min': 296.48, 'temp_max': 303.15}",,Todos Santos,,,"{'type': 1, 'id': 7165, 'message': 0.0065, 'country': 'MX', 'sunrise': 1562243937, 'sunset': 1562292679}",-21600.0,19312.0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]","{'speed': 1.94, 'deg': 331.069}"
,,404,,,,,city not found,,,,,,,,
stations,{'all': 75},200,"{'lon': 148.25, 'lat': -20.01}",1562253359.0,2174444.0,"{'temp': 292.78, 'pressure': 1018, 'humidity': 93, 'temp_min': 292.15, 'temp_max': 293.71}",,Bowen,,,"{'type': 1, 'id': 9503, 'message': 0.006, 'country': 'AU', 'sunrise': 1562272962, 'sunset': 1562312390}",36000.0,,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]","{'speed': 4.6, 'deg': 150}"
stations,{'all': 0},200,"{'lon': 40.92, 'lat': 34.45}",1562253359.0,174448.0,"{'temp': 312.439, 'pressure': 1002.79, 'humidity': 10, 'temp_min': 312.439, 'temp_max': 312.439, 'sea_level': 1002.79, 'grnd_level': 970.98}",,Abu Kamal,,,"{'message': 0.0058, 'country': 'SY', 'sunrise': 1562206108, 'sunset': 1562257948}",10800.0,,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]","{'speed': 6.07, 'deg': 301.451}"
stations,{'all': 27},200,"{'lon': 22.4, 'lat': 8.07}",1562253359.0,236901.0,"{'temp': 300.239, 'pressure': 1008.8, 'humidity': 76, 'temp_min': 300.239, 'temp_max': 300.239, 'sea_level': 1008.8, 'grnd_level': 925.02}",,Ouadda,{'3h': 2.5},,"{'message': 0.0062, 'country': 'CF', 'sunrise': 1562213830, 'sunset': 1562259117}",3600.0,,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]","{'speed': 0.69, 'deg': 243.139}"
,,404,,,,,city not found,,,,,,,,
stations,{'all': 0},200,"{'lon': 22.13, 'lat': -30.97}",1562253179.0,1014034.0,"{'temp': 288.939, 'pressure': 1018.74, 'humidity': 17, 'temp_min': 288.939, 'temp_max': 288.939, 'sea_level': 1018.74, 'grnd_level': 873.55}",,Carnarvon,,,"{'message': 0.0059, 'country': 'ZA', 'sunrise': 1562218203, 'sunset': 1562254873}",7200.0,,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]","{'speed': 5.81, 'deg': 308.418}"
stations,{'all': 75},200,"{'lon': -66.12, 'lat': 43.84}",1562253359.0,6185217.0,"{'temp': 292.59, 'pressure': 1017, 'humidity': 73, 'temp_min': 289.82, 'temp_max': 295.15}",,Yarmouth,,,"{'type': 1, 'id': 893, 'message': 0.007, 'country': 'CA', 'sunrise': 1562230052, 'sunset': 1562285390}",-10800.0,19312.0,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]","{'speed': 2.1, 'deg': 300}"
stations,{'all': 75},200,"{'lon': 153.24, 'lat': -28.95}",1562253161.0,2160063.0,"{'temp': 288.83, 'pressure': 1028, 'humidity': 93, 'temp_min': 287.15, 'temp_max': 291.15}",,Codrington,,,"{'type': 1, 'id': 9537, 'message': 0.0062, 'country': 'AU', 'sunrise': 1562272860, 'sunset': 1562310096}",36000.0,5000.0,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]","{'speed': 3.13, 'deg': 189.327}"
stations,{'all': 90},200,"{'lon': 92.75, 'lat': 11.67}",1562253154.0,1259385.0,"{'temp': 301.15, 'pressure': 1007, 'humidity': 83, 'temp_min': 301.15, 'temp_max': 301.15}",,Port Blair,,,"{'type': 1, 'id': 9215, 'message': 0.0103, 'country': 'IN', 'sunrise': 1562196563, 'sunset': 1562242612}",19800.0,3500.0,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]","{'speed': 5.1, 'deg': 230, 'gust': 8.7}"
stations,{'all': 98},200,"{'lon': 29.09, 'lat': 70.86}",1562253360.0,780687.0,"{'temp': 280.239, 'pressure': 997.75, 'humidity': 94, 'temp_min': 280.239, 'temp_max': 280.239, 'sea_level': 997.75, 'grnd_level': 996.78}",,Berlevag,{'3h': 0.188},,"{'message': 0.0067, 'country': 'NO', 'sunrise': 0, 'sunset': 0}",7200.0,,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]","{'speed': 4.2, 'deg': 255.488}"
stations,{'all': 0},200,"{'lon': 12.98, 'lat': 31.45}",1562253360.0,2214827.0,"{'temp': 307.739, 'pressure': 1013.81, 'humidity': 16, 'temp_min': 307.739, 'temp_max': 307.739, 'sea_level': 1013.81, 'grnd_level': 948.74}",,Mizdah,,,"{'message': 0.0066, 'country': 'LY', 'sunrise': 1562213277, 'sunset': 1562264191}",7200.0,,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]","{'speed': 1.15, 'deg': 90.647}"
stations,{'all': 0},200,"{'lon': -58.72, 'lat': -34.54}",1562253360.0,3430545.0,"{'temp': 280.67, 'pressure': 1021, 'humidity': 56, 'temp_min': 279.15, 'temp_max': 282.04}",,San Miguel,,,"{'type': 1, 'id': 8232, 'message': 0.0065, 'country': 'AR', 'sunrise': 1562238125, 'sunset': 1562273764}",-10800.0,10000.0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]","{'speed': 6.2, 'deg': 200}"
stations,{'all': 75},200,"{'lon': 151.22, 'lat': -33.85}",1562253360.0,2147714.0,"{'temp': 286.31, 'pressure': 1034, 'humidity': 93, 'temp_min': 284.82, 'temp_max': 287.59}",,Sydney,{'1h': 0.34},,"{'type': 1, 'id': 9600, 'message': 0.0079, 'country': 'AU', 'sunrise': 1562274032, 'sunset': 1562309893}",36000.0,10000.0,"[{'id': 521, 'main': 'Rain', 'description': 'shower rain', 'icon': '09n'}]","{'speed': 3.6, 'deg': 90}"
stations,{'all': 20},200,"{'lon': 18.09, 'lat': 42.65}",1562253360.0,3201047.0,"{'temp': 304.12, 'pressure': 1013, 'humidity': 49, 'temp_min': 302.15, 'temp_max': 306.15}",,Dubrovnik,,,"{'type': 1, 'id': 7040, 'message': 0.0066, 'country': 'HR', 'sunrise': 1562210090, 'sunset': 1562264926}",7200.0,10000.0,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]","{'speed': 3.1, 'deg': 230}"
stations,{'all': 67},200,"{'lon': 147.9, 'lat': 70.62}",1562253360.0,2126123.0,"{'temp': 278.739, 'pressure': 1009.2, 'humidity': 85, 'temp_min': 278.739, 'temp_max': 278.739, 'sea_level': 1009.2, 'grnd_level': 1007.5}",,Chokurdakh,,,"{'message': 0.0086, 'country': 'RU', 'sunrise': 0, 'sunset': 0}",39600.0,,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]","{'speed': 2.06, 'deg': 101.873}"
stations,{'all': 90},200,"{'lon': -120.46, 'lat': 34.64}",1562253327.0,5367788.0,"{'temp': 286.89, 'pressure': 1015, 'humidity': 100, 'temp_min': 283.71, 'temp_max': 291.48}",,Lompoc,,,"{'type': 1, 'id': 6155, 'message': 0.0086, 'country': 'US', 'sunrise': 1562244821, 'sunset': 1562296706}",-25200.0,3621.0,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50d'}]","{'speed': 1.5, 'deg': 30}"
stations,{'all': 90},200,"{'lon': -65.41, 'lat': -24.79}",1562253072.0,3838233.0,"{'temp': 282.73, 'pressure': 1018, 'humidity': 76, 'temp_min': 282.15, 'temp_max': 283.15}",,Salta,,,"{'type': 1, 'id': 8267, 'message': 0.0064, 'country': 'AR', 'sunrise': 1562238406, 'sunset': 1562276695}",-10800.0,10000.0,"[{'id': 521, 'main': 'Rain', 'description': 'shower rain', 'icon': '09d'}]","{'speed': 2.6, 'deg': 20}"
stations,{'all': 100},200,"{'lon': -12.83, 'lat': 10.08}",1562253361.0,2419533.0,"{'temp': 301.439, 'pressure': 1011.28, 'humidity': 74, 'temp_min': 301.439, 'temp_max': 301.439, 'sea_level': 1011.28, 'grnd_level': 961.86}",,Galle,{'3h': 1.5},,"{'message': 0.0062, 'country': 'GN', 'sunrise': 1562222076, 'sunset': 1562267783}",0.0,,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]","{'speed': 2.29, 'deg': 251.083}"
stations,{'all': 0},200,"{'lon': 3.91, 'lat': 46.42}",1562253361.0,2980080.0,"{'temp': 304.33, 'pressure': 1018, 'humidity': 27, 'temp_min': 303.71, 'temp_max': 305.15}",,Saint-Francois,,,"{'type': 1, 'id': 6499, 'message': 0.0068, 'country': 'FR', 'sunrise': 1562212634, 'sunset': 1562269189}",7200.0,10000.0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]","{'speed': 3.1, 'deg': 30}"
,,404,,,,,city not found,,,,,,,,
stations,{'all': 98},200,"{'lon': 50.28, 'lat': -14.9}",1562253361.0,1071296.0,"{'temp': 291.339, 'pressure': 1018.12, 'humidity': 97, 'temp_min': 291.339, 'temp_max': 291.339, 'sea_level': 1018.12, 'grnd_level': 969.55}",,Antalaha,{'3h': 0.312},,"{'message': 0.0058, 'country': 'MG', 'sunrise': 1562209506, 'sunset': 1562250057}",10800.0,,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]","{'speed': 1.4, 'deg': 216.731}"
stations,{'all': 75},200,"{'lon': 140.83, 'lat': 35.73}",1562253361.0,2112802.0,"{'temp': 291.93, 'pressure': 1006, 'humidity': 93, 'temp_min': 291.48, 'temp_max': 292.15}",,Hasaki,,,"{'type': 1, 'id': 7955, 'message': 0.0067, 'country': 'JP', 'sunrise': 1562268342, 'sunset': 1562320572}",32400.0,4500.0,"[{'id': 741, 'main': 'Fog', 'description': 'fog', 'icon': '50n'}, {'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]","{'speed': 3.1, 'deg': 330}"
stations,{'all': 90},200,"{'lon': -131.65, 'lat': 55.34}",1562253092.0,5554428.0,"{'temp': 287.15, 'pressure': 1019, 'humidity': 87, 'temp_min': 287.15, 'temp_max': 287.15}",,Ketchikan,,,"{'type': 1, 'id': 7741, 'message': 0.007, 'country': 'US', 'sunrise': 1562242341, 'sunset': 1562304558}",-28800.0,16093.0,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]","{'speed': 0.36, 'deg': 190.904}"
stations,{'all': 75},200,"{'lon': 17.6, 'lat': 68.38}",1562253361.0,3144987.0,"{'temp': 282.22, 'pressure': 1004, 'humidity': 87, 'temp_min': 279.82, 'temp_max': 283.15}",,Beisfjord,,,"{'type': 1, 'id': 1614, 'message': 0.0063, 'country': 'NO', 'sunrise': 0, 'sunset': 0}",7200.0,10000.0,"[{'id': 521, 'main': 'Rain', 'description': 'shower rain', 'icon': '09d'}]",{'speed': 1}
stations,{'all': 100},200,"{'lon': 38.57, 'lat': 46.73}",1562253362.0,488635.0,"{'temp': 296.839, 'pressure': 1013.23, 'humidity': 65, 'temp_min': 296.839, 'temp_max': 296.839, 'sea_level': 1013.23, 'grnd_level': 1013.42}",,Nikolayevka,,,"{'message': 0.0074, 'country': 'RU', 'sunrise': 1562204234, 'sunset': 1562260950}",10800.0,,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]","{'speed': 4.98, 'deg': 13.258}"
stations,{'all': 75},200,"{'lon': 18.96, 'lat': 69.65}",1562253362.0,3133895.0,"{'temp': 282.15, 'pressure': 1003, 'humidity': 76, 'temp_min': 282.15, 'temp_max': 282.15}",,Tromso,,,"{'type': 1, 'id': 1681, 'message': 0.0071, 'country': 'NO', 'sunrise': 0, 'sunset': 0}",7200.0,10000.0,"[{'id': 300, 'main': 'Drizzle', 'description': 'light intensity drizzle', 'icon': '09d'}]","{'speed': 5.1, 'deg': 270}"
stations,{'all': 0},200,"{'lon': 123.57, 'lat': 54.1}",1562253362.0,2015707.0,"{'temp': 279.639, 'pressure': 1009.48, 'humidity': 68, 'temp_min': 279.639, 'temp_max': 279.639, 'sea_level': 1009.48, 'grnd_level': 924.37}",,Takhtamygda,,,"{'message': 0.007, 'country': 'RU', 'sunrise': 1562268000, 'sunset': 1562329200}",32400.0,,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]","{'speed': 3.01, 'deg': 344.049}"
stations,{'all': 99},200,"{'lon': -100.35, 'lat': 18.62}",1562253362.0,3981460.0,"{'temp': 297.839, 'pressure': 1016.06, 'humidity': 84, 'temp_min': 297.839, 'temp_max': 297.839, 'sea_level': 1016.06, 'grnd_level': 952}",,Coahuayana,,,"{'message': 0.0066, 'country': 'MX', 'sunrise': 1562242144, 'sunset': 1562289729}",-18000.0,,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]","{'speed': 0.76, 'deg': 188.162}"
stations,{'all': 100},200,"{'lon': 97.96, 'lat': 19.3}",1562253422.0,1152222.0,"{'temp': 295.139, 'pressure': 1007.09, 'humidity': 93, 'temp_min': 295.139, 'temp_max': 295.139, 'sea_level': 1007.09, 'grnd_level': 934.05}",,Mae Hong Son,,,"{'message': 0.0077, 'country': 'MM', 'sunrise': 1562194461, 'sunset': 1562242213}",25200.0,,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]","{'speed': 1.12, 'deg': 206.861}"
stations,{'all': 61},200,"{'lon': 28, 'lat': 52.8}",1562253422.0,625721.0,"{'temp': 289.439, 'pressure': 1015.22, 'humidity': 66, 'temp_min': 289.439, 'temp_max': 289.439, 'sea_level': 1015.22, 'grnd_level': 996.82}",,Lyuban,{'3h': 0.25},,"{'message': 0.0056, 'country': 'BY', 'sunrise': 1562204975, 'sunset': 1562265283}",10800.0,,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]","{'speed': 7.22, 'deg': 277.458}"
stations,{'all': 1},200,"{'lon': -116.24, 'lat': 43.62}",1562253423.0,5593814.0,"{'temp': 289.97, 'pressure': 1016, 'humidity': 51, 'temp_min': 287.15, 'temp_max': 291.48}",,Garden City,,,"{'type': 1, 'id': 4829, 'message': 0.007, 'country': 'US', 'sunrise': 1562242134, 'sunset': 1562297368}",-21600.0,16093.0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]","{'speed': 3.1, 'deg': 330}"
stations,{'all': 100},200,"{'lon': 134.08, 'lat': -0.87}",1562253216.0,1636308.0,"{'temp': 295.539, 'pressure': 1012.02, 'humidity': 83, 'temp_min': 295.539, 'temp_max': 295.539, 'sea_level': 1012.02, 'grnd_level': 964.98}",,Manokwari,,,"{'message': 0.0091, 'country': 'ID', 'sunrise': 1562274349, 'sunset': 1562317805}",32400.0,,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]","{'speed': 2.06, 'deg': 220.565}"
stations,{'all': 40},200,"{'lon': 84.8, 'lat': 24.57}",1562253423.0,1256572.0,"{'temp': 304.15, 'pressure': 996, 'humidity': 74, 'temp_min': 304.15, 'temp_max': 304.15}",,Sherghati,,,"{'type': 1, 'id': 9115, 'message': 0.0066, 'country': 'IN', 'sunrise': 1562196977, 'sunset': 1562246014}",19800.0,4000.0,"[{'id': 721, 'main': 'Haze', 'description': 'haze', 'icon': '50n'}]","{'speed': 2.1, 'deg': 60}"
stations,{'all': 90},200,"{'lon': -147.72, 'lat': 64.84}",1562253423.0,5861897.0,"{'temp': 288.28, 'pressure': 1023, 'humidity': 77, 'temp_min': 287.04, 'temp_max': 289.15}",,Fairbanks,,,"{'type': 1, 'id': 7684, 'message': 0.0094, 'country': 'US', 'sunrise': 1562239101, 'sunset': 1562315513}",-28800.0,14484.0,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]","{'speed': 3.6, 'deg': 250}"
stations,{'all': 0},200,"{'lon': 14.65, 'lat': 45.29}",1562253423.0,3191648.0,"{'temp': 300.62, 'pressure': 1017, 'humidity': 39, 'temp_min': 296.48, 'temp_max': 302.59}",,Zlobin,,,"{'type': 1, 'id': 6385, 'message': 0.007, 'country': 'HR', 'sunrise': 1562210328, 'sunset': 1562266339}",7200.0,10000.0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]","{'speed': 6.7, 'deg': 30}"
stations,{'all': 1},200,"{'lon': -86.61, 'lat': 30.44}",1562253374.0,4166723.0,"{'temp': 304.46, 'pressure': 1018, 'humidity': 62, 'temp_min': 303.15, 'temp_max': 306.48}",,Ocean City,,,"{'type': 1, 'id': 2984, 'message': 0.0079, 'country': 'US', 'sunrise': 1562237333, 'sunset': 1562287944}",-18000.0,16093.0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]","{'speed': 2.6, 'deg': 30}"
stations,{'all': 40},200,"{'lon': -99.19, 'lat': 19.41}",1562253423.0,3827408.0,"{'temp': 289.56, 'pressure': 1028, 'humidity': 77, 'temp_min': 285.15, 'temp_max': 293.15}",,Miguel Hidalgo,,,"{'type': 1, 'id': 7146, 'message': 0.0084, 'country': 'MX', 'sunrise': 1562241774, 'sunset': 1562289542}",-18000.0,9656.0,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50d'}]","{'speed': 2.1, 'deg': 70}"
stations,{'all': 100},200,"{'lon': -13.2, 'lat': 11.75}",1562253423.0,2420826.0,"{'temp': 303.439, 'pressure': 1010.59, 'humidity': 69, 'temp_min': 303.439, 'temp_max': 303.439, 'sea_level': 1010.59, 'grnd_level': 996.38}",,Gaoual,,,"{'message': 0.0089, 'country': 'GN', 'sunrise': 1562221987, 'sunset': 1562268050}",0.0,,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]","{'speed': 2.58, 'deg': 254.162}"
,,404,,,,,city not found,,,,,,,,
,,404,,,,,city not found,,,,,,,,
,,404,,,,,city not found,,,,,,,,
stations,{'all': 100},200,"{'lon': 112.52, 'lat': 29.72}",1562253424.0,1788268.0,"{'temp': 295.939, 'pressure': 1005.81, 'humidity': 77, 'temp_min': 295.939, 'temp_max': 295.939, 'sea_level': 1005.81, 'grnd_level': 1001.89}",,Dongsheng,,,"{'message': 0.0071, 'country': 'CN', 'sunrise': 1562189631, 'sunset': 1562240053}",28800.0,,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]","{'speed': 1.25, 'deg': 86.937}"
stations,{'all': 75},200,"{'lon': 9.81, 'lat': 3.63}",1562253424.0,2225940.0,"{'temp': 301.15, 'pressure': 1010, 'humidity': 78, 'temp_min': 301.15, 'temp_max': 301.15}",,Yatou,,,"{'type': 1, 'id': 2090, 'message': 0.0071, 'country': 'CM', 'sunrise': 1562217310, 'sunset': 1562261681}",3600.0,10000.0,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",{'speed': 2.6}
stations,{'all': 100},200,"{'lon': -173.23, 'lat': 64.42}",1562253424.0,4031574.0,"{'temp': 282.139, 'pressure': 1019.04, 'humidity': 89, 'temp_min': 282.139, 'temp_max': 282.139, 'sea_level': 1019.04, 'grnd_level': 980.43}",,Provideniya,,,"{'message': 0.0061, 'country': 'RU', 'sunrise': 1562332414, 'sunset': 1562407266}",43200.0,,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]","{'speed': 1.91, 'deg': 164.763}"
stations,{'all': 20},200,"{'lon': -8.45, 'lat': 37.14}",1562253424.0,2267254.0,"{'temp': 295.04, 'pressure': 1016, 'humidity': 73, 'temp_min': 293.71, 'temp_max': 297.04}",,Lagoa,,,"{'type': 1, 'id': 6892, 'message': 0.0094, 'country': 'PT', 'sunrise': 1562217513, 'sunset': 1562270243}",3600.0,10000.0,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]","{'speed': 7.2, 'deg': 240}"
stations,{'all': 20},200,"{'lon': -63.58, 'lat': 44.65}",1562253331.0,6324729.0,"{'temp': 299.05, 'pressure': 508, 'humidity': 61, 'temp_min': 297.15, 'temp_max': 301.48}",,Halifax,,,"{'type': 1, 'id': 733, 'message': 0.0074, 'country': 'CA', 'sunrise': 1562229260, 'sunset': 1562284962}",-10800.0,24140.0,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]","{'speed': 3.6, 'deg': 270}"
stations,{'all': 75},200,"{'lon': -75.55, 'lat': 39.75}",1562253167.0,4145381.0,"{'temp': 302.67, 'pressure': 1018, 'humidity': 66, 'temp_min': 300.93, 'temp_max': 304.26}",,Wilmington,,,"{'type': 1, 'id': 5209, 'message': 0.012, 'country': 'US', 'sunrise': 1562233150, 'sunset': 1562286818}",-14400.0,16093.0,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]","{'speed': 3.1, 'deg': 80}"
stations,{'all': 0},200,"{'lon': 16.43, 'lat': -28.55}",1562253424.0,3354071.0,"{'temp': 286.839, 'pressure': 1022.36, 'humidity': 93, 'temp_min': 286.839, 'temp_max': 286.839, 'sea_level': 1022.36, 'grnd_level': 1022.18}",,Oranjemund,,,"{'message': 0.0079, 'country': 'ZA', 'sunrise': 1562219243, 'sunset': 1562256569}",7200.0,,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]","{'speed': 4.24, 'deg': 146.76}"
stations,{'all': 40},200,"{'lon': -84.36, 'lat': 46.49}",1562253425.0,5009004.0,"{'temp': 298.06, 'pressure': 1015, 'humidity': 65, 'temp_min': 297.15, 'temp_max': 299.15}",,Sault Sainte Marie,,,"{'type': 1, 'id': 742, 'message': 0.012, 'country': 'CA', 'sunrise': 1562233811, 'sunset': 1562290386}",-14400.0,32186.0,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]","{'speed': 3.6, 'deg': 150}"
stations,{'all': 20},200,"{'lon': -15.45, 'lat': 27.91}",1562253425.0,2522325.0,"{'temp': 297.07, 'pressure': 1017, 'humidity': 60, 'temp_min': 297.04, 'temp_max': 297.15}",,Aguimes,,,"{'type': 1, 'id': 2378, 'message': 0.0072, 'country': 'ES', 'sunrise': 1562220604, 'sunset': 1562270513}",3600.0,10000.0,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]","{'speed': 12.9, 'deg': 20}"
stations,{'all': 79},200,"{'lon': -105.98, 'lat': 51.26}",1562253425.0,5935486.0,"{'temp': 289.82, 'pressure': 1013, 'humidity': 72, 'temp_min': 289.82, 'temp_max': 289.82}",,Davidson,,,"{'type': 3, 'id': 2004567, 'message': 0.0068, 'country': 'CA', 'sunrise': 1562237663, 'sunset': 1562296913}",-21600.0,,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]","{'speed': 3.1, 'deg': 288.394}"
stations,{'all': 59},200,"{'lon': 141.51, 'lat': 52.23}",1562253425.0,2123836.0,"{'temp': 283.039, 'pressure': 1007.59, 'humidity': 96, 'temp_min': 283.039, 'temp_max': 283.039, 'sea_level': 1007.59, 'grnd_level': 1007.5}",,Lazarev,,,"{'message': 0.0085, 'country': 'RU', 'sunrise': 1562264363, 'sunset': 1562324225}",36000.0,,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]","{'speed': 8.29, 'deg': 151.514}"
